t[s]	AI 0 [V]	AI 1 [V]	AI 2 [V]
-3.1248	-5.15992	-5.18477	-5.70465
-3.1246	-5.16007	-5.18467	-5.70462
-3.1244	-5.16026	-5.18464	-5.70472
-3.1242	-5.16023	-5.18471	-5.70481
-3.124	-5.16044	-5.18487	-5.70488
-3.1238	-5.16042	-5.18501	-5.70488
-3.1236	-5.16039	-5.18513	-5.70502
-3.1234	-5.16047	-5.18516	-5.70501
-3.1232	-5.16049	-5.18521	-5.70499
-3.123	-5.16044	-5.18527	-5.70483
-3.1228	-5.16043	-5.18515	-5.70489
-3.1226	-5.16032	-5.18531	-5.70478
-3.1224	-5.16031	-5.18537	-5.7048
-3.1222	-5.16024	-5.18548	-5.70478
-3.122	-5.16016	-5.18538	-5.70466
-3.1218	-5.15999	-5.18539	-5.70478
-3.1216	-5.15987	-5.18536	-5.70476
-3.1214	-5.15986	-5.18533	-5.7047
-3.1212	-5.15988	-5.18538	-5.70474
-3.121	-5.15985	-5.1854	-5.70477
-3.1208	-5.15994	-5.18537	-5.70474
-3.1206	-5.15998	-5.18544	-5.70477
-3.1204	-5.15997	-5.18539	-5.70467
-3.1202	-5.15997	-5.18526	-5.70474
-3.12	-5.16015	-5.18531	-5.70475
-3.1198	-5.16035	-5.18515	-5.70489
-3.1196	-5.16037	-5.1849	-5.70473
-3.1194	-5.16031	-5.1848	-5.70471
-3.1192	-5.16033	-5.18483	-5.70467
-3.119	-5.16042	-5.18505	-5.70478
-3.1188	-5.16032	-5.185	-5.70476
-3.1186	-5.1602	-5.18503	-5.70473
-3.1184	-5.15996	-5.18497	-5.70476
-3.1182	-5.15994	-5.18509	-5.70482
-3.118	-5.15979	-5.18511	-5.70491
-3.1178	-5.15988	-5.18516	-5.70489
-3.1176	-5.15979	-5.18522	-5.70467
-3.1174	-5.15972	-5.18544	-5.70477
-3.1172	-5.15991	-5.18564	-5.70476
-3.117	-5.16	-5.18592	-5.70481
-3.1168	-5.16005	-5.18602	-5.7048
-3.1166	-5.16004	-5.18604	-5.70479
-3.1164	-5.16001	-5.18609	-5.70483
-3.1162	-5.15978	-5.18617	-5.70475
-3.116	-5.15979	-5.18616	-5.70473
-3.1158	-5.15982	-5.1861	-5.70471
-3.1156	-5.15978	-5.18592	-5.70475
-3.1154	-5.1598	-5.18596	-5.70484
-3.1152	-5.15982	-5.18606	-5.70483
-3.115	-5.15978	-5.18608	-5.70477
-3.1148	-5.15964	-5.18608	-5.70475
-3.1146	-5.15952	-5.18606	-5.70472
-3.1144	-5.1595	-5.18603	-5.70471
-3.1142	-5.1595	-5.18604	-5.70469
-3.114	-5.15953	-5.1861	-5.70462
-3.1138	-5.15954	-5.18607	-5.7046
-3.1136	-5.15978	-5.18607	-5.70451
-3.1134	-5.15978	-5.18608	-5.70446
-3.1132	-5.15985	-5.18599	-5.70439
-3.113	-5.15972	-5.18589	-5.7043
-3.1128	-5.15958	-5.18576	-5.70423
-3.1126	-5.15954	-5.18569	-5.7042
-3.1124	-5.15946	-5.18554	-5.70413
-3.1122	-5.15937	-5.18553	-5.704
-3.112	-5.15926	-5.18527	-5.70393
-3.1118	-5.15908	-5.18536	-5.70385
-3.1116	-5.15903	-5.18517	-5.70376
-3.1114	-5.15891	-5.18516	-5.70369
-3.1112	-5.15882	-5.18519	-5.70369
-3.111	-5.1588	-5.1852	-5.70371
-3.1108	-5.1587	-5.18524	-5.70369
-3.1106	-5.15871	-5.1851	-5.70382
-3.1104	-5.15877	-5.18499	-5.70384
-3.1102	-5.15889	-5.18512	-5.70403
-3.11	-5.15892	-5.1851	-5.7042
-3.1098	-5.15903	-5.18533	-5.70445
-3.1096	-5.15909	-5.18557	-5.70458
-3.1094	-5.15912	-5.18554	-5.70464
-3.1092	-5.15916	-5.18564	-5.70468
-3.109	-5.1591	-5.18551	-5.70482
-3.1088	-5.15909	-5.18559	-5.70494
-3.1086	-5.15926	-5.18565	-5.70492
-3.1084	-5.15926	-5.18583	-5.70503
-3.1082	-5.15934	-5.18582	-5.70495
-3.108	-5.1594	-5.18595	-5.70488
-3.1078	-5.15935	-5.18595	-5.70486
-3.1076	-5.15939	-5.18596	-5.70488
-3.1074	-5.15934	-5.18581	-5.70469
-3.1072	-5.1594	-5.18577	-5.70457
-3.107	-5.15927	-5.18542	-5.70454
-3.1068	-5.1593	-5.18508	-5.70438
-3.1066	-5.15907	-5.18479	-5.70426
-3.1064	-5.1591	-5.18434	-5.70405
-3.1062	-5.15889	-5.18409	-5.70395
-3.106	-5.15885	-5.1837	-5.7037
-3.1058	-5.15888	-5.18351	-5.7039
-3.1056	-5.1588	-5.18329	-5.70372
-3.1054	-5.15858	-5.18306	-5.70367
-3.1052	-5.15866	-5.18301	-5.7038
-3.105	-5.15867	-5.18286	-5.70369
-3.1048	-5.15857	-5.18282	-5.7037
-3.1046	-5.15857	-5.18294	-5.70376
-3.1044	-5.15878	-5.18315	-5.70382
-3.1042	-5.15891	-5.18317	-5.70384
-3.104	-5.15901	-5.18336	-5.70384
-3.1038	-5.15913	-5.18363	-5.70393
-3.1036	-5.15939	-5.18372	-5.70399
-3.1034	-5.15955	-5.18381	-5.70394
-3.1032	-5.15956	-5.18392	-5.70396
-3.103	-5.15963	-5.18394	-5.7039
-3.1028	-5.15951	-5.18409	-5.70366
-3.1026	-5.15942	-5.18405	-5.70363
-3.1024	-5.15931	-5.18428	-5.70368
-3.1022	-5.15932	-5.1843	-5.70353
-3.102	-5.15929	-5.18445	-5.70352
-3.1018	-5.15928	-5.18444	-5.70353
-3.1016	-5.15916	-5.18448	-5.70352
-3.1014	-5.15913	-5.18438	-5.7035
-3.1012	-5.15912	-5.1845	-5.70351
-3.101	-5.15904	-5.18452	-5.70347
-3.1008	-5.15902	-5.18457	-5.70362
-3.1006	-5.15895	-5.18457	-5.70368
-3.1004	-5.15893	-5.18453	-5.70375
-3.1002	-5.15911	-5.18458	-5.70381
-3.1	-5.15938	-5.18466	-5.70399
-3.0998	-5.15963	-5.18445	-5.7041
-3.0996	-5.15967	-5.18402	-5.70413
-3.0994	-5.1597	-5.18402	-5.70406
-3.0992	-5.15972	-5.18387	-5.70401
-3.099	-5.15961	-5.18392	-5.70385
-3.0988	-5.1596	-5.18375	-5.70389
-3.0986	-5.15968	-5.18387	-5.70395
-3.0984	-5.15969	-5.18381	-5.70393
-3.0982	-5.15957	-5.18389	-5.7039
-3.098	-5.15958	-5.18401	-5.70389
-3.0978	-5.15953	-5.18417	-5.70397
-3.0976	-5.15957	-5.18427	-5.70394
-3.0974	-5.15956	-5.1845	-5.70392
-3.0972	-5.15952	-5.1847	-5.70387
-3.097	-5.15949	-5.1848	-5.70395
-3.0968	-5.15944	-5.18495	-5.70412
-3.0966	-5.15947	-5.18507	-5.70425
-3.0964	-5.1593	-5.18512	-5.70436
-3.0962	-5.1593	-5.18523	-5.70452
-3.096	-5.15925	-5.18527	-5.7046
-3.0958	-5.15922	-5.18533	-5.70466
-3.0956	-5.15916	-5.18542	-5.70475
-3.0954	-5.15915	-5.18537	-5.7047
-3.0952	-5.15922	-5.18536	-5.70483
-3.095	-5.15922	-5.18554	-5.70469
-3.0948	-5.15933	-5.1856	-5.70468
-3.0946	-5.1593	-5.18565	-5.70462
-3.0944	-5.15936	-5.18583	-5.70469
-3.0942	-5.15944	-5.18576	-5.70472
-3.094	-5.15952	-5.18589	-5.70466
-3.0938	-5.1594	-5.1859	-5.70465
-3.0936	-5.15945	-5.18603	-5.70453
-3.0934	-5.15937	-5.18578	-5.7044
-3.0932	-5.15905	-5.18565	-5.70424
-3.093	-5.15894	-5.18561	-5.70402
-3.0928	-5.15882	-5.18547	-5.70366
-3.0926	-5.15862	-5.18537	-5.70351
-3.0924	-5.15859	-5.1854	-5.70354
-3.0922	-5.15845	-5.18537	-5.70327
-3.092	-5.15832	-5.18543	-5.70314
-3.0918	-5.15823	-5.18525	-5.703
-3.0916	-5.15815	-5.18515	-5.70292
-3.0914	-5.15811	-5.18501	-5.70293
-3.0912	-5.15814	-5.1852	-5.7028
-3.091	-5.15831	-5.18516	-5.70295
-3.0908	-5.15833	-5.18512	-5.7029
-3.0906	-5.15842	-5.18528	-5.70292
-3.0904	-5.15862	-5.18513	-5.703
-3.0902	-5.15872	-5.18521	-5.70327
-3.09	-5.1589	-5.18532	-5.70352
-3.0898	-5.15914	-5.18541	-5.70384
-3.0896	-5.15931	-5.18557	-5.70394
-3.0894	-5.1592	-5.18547	-5.70386
-3.0892	-5.15917	-5.18548	-5.70388
-3.089	-5.15927	-5.18567	-5.70387
-3.0888	-5.15924	-5.18561	-5.70402
-3.0886	-5.15936	-5.18559	-5.70406
-3.0884	-5.1595	-5.18566	-5.70423
-3.0882	-5.15953	-5.18557	-5.70424
-3.088	-5.15936	-5.18552	-5.70431
-3.0878	-5.15934	-5.18554	-5.70423
-3.0876	-5.1593	-5.1853	-5.7042
-3.0874	-5.1593	-5.18525	-5.70422
-3.0872	-5.15919	-5.18505	-5.70418
-3.087	-5.15901	-5.18482	-5.70413
-3.0868	-5.15893	-5.18453	-5.70402
-3.0866	-5.15879	-5.18413	-5.70398
-3.0864	-5.15872	-5.1838	-5.70412
-3.0862	-5.15879	-5.18354	-5.70413
-3.086	-5.15876	-5.1832	-5.70411
-3.0858	-5.15881	-5.18296	-5.70397
-3.0856	-5.15876	-5.18288	-5.70383
-3.0854	-5.15872	-5.18277	-5.70378
-3.0852	-5.15866	-5.18255	-5.7038
-3.085	-5.15866	-5.18268	-5.70378
-3.0848	-5.15867	-5.18272	-5.7038
-3.0846	-5.15875	-5.1827	-5.70392
-3.0844	-5.15871	-5.18272	-5.70389
-3.0842	-5.15869	-5.18275	-5.70388
-3.084	-5.15873	-5.18282	-5.7039
-3.0838	-5.1587	-5.18295	-5.70383
-3.0836	-5.1587	-5.18311	-5.70396
-3.0834	-5.15862	-5.18334	-5.70406
-3.0832	-5.15861	-5.18351	-5.70405
-3.083	-5.15858	-5.18363	-5.70389
