t[s]	AI 0 [V]	AI 1 [V]	AI 2 [V]
-3.1424	-4.89914	-4.65158	-4.81642
-3.1422	-4.89859	-4.65219	-4.81669
-3.142	-4.89813	-4.65292	-4.81715
-3.1418	-4.89756	-4.65362	-4.81728
-3.1416	-4.89733	-4.65416	-4.81765
-3.1414	-4.89736	-4.65418	-4.8178
-3.1412	-4.89749	-4.65414	-4.81792
-3.141	-4.89765	-4.65421	-4.81798
-3.1408	-4.89775	-4.65441	-4.81805
-3.1406	-4.89773	-4.65454	-4.81824
-3.1404	-4.89782	-4.65455	-4.81892
-3.1402	-4.89786	-4.65428	-4.81962
-3.14	-4.89784	-4.65379	-4.82035
-3.1398	-4.89781	-4.65302	-4.82095
-3.1396	-4.89784	-4.65242	-4.82157
-3.1394	-4.89794	-4.65188	-4.82216
-3.1392	-4.89795	-4.65129	-4.82274
-3.139	-4.89752	-4.6508	-4.82334
-3.1388	-4.89701	-4.6507	-4.82392
-3.1386	-4.89655	-4.65066	-4.82447
-3.1384	-4.89603	-4.65055	-4.82514
-3.1382	-4.89586	-4.65056	-4.8257
-3.138	-4.89571	-4.65054	-4.82617
-3.1378	-4.89588	-4.65057	-4.82644
-3.1376	-4.89603	-4.65049	-4.8262
-3.1374	-4.89628	-4.65058	-4.82571
-3.1372	-4.89646	-4.65048	-4.82546
-3.137	-4.89676	-4.65075	-4.82533
-3.1368	-4.8969	-4.65107	-4.82512
-3.1366	-4.89699	-4.65118	-4.82495
-3.1364	-4.89739	-4.6509	-4.82492
-3.1362	-4.89799	-4.65035	-4.82474
-3.136	-4.89863	-4.64993	-4.82464
-3.1358	-4.89909	-4.64951	-4.82445
-3.1356	-4.89943	-4.64902	-4.82428
-3.1354	-4.89968	-4.64844	-4.8243
-3.1352	-4.90005	-4.64795	-4.8245
-3.135	-4.90044	-4.64762	-4.82414
-3.1348	-4.9009	-4.64728	-4.82386
-3.1346	-4.90123	-4.6471	-4.82333
-3.1344	-4.90146	-4.64707	-4.8225
-3.1342	-4.9017	-4.64715	-4.82174
-3.134	-4.90174	-4.64721	-4.82096
-3.1338	-4.90154	-4.64749	-4.82007
-3.1336	-4.90127	-4.64802	-4.81936
-3.1334	-4.90068	-4.6483	-4.8186
-3.1332	-4.90014	-4.64883	-4.81817
-3.133	-4.89954	-4.64911	-4.818
-3.1328	-4.89898	-4.64951	-4.81828
-3.1326	-4.89856	-4.6497	-4.81834
-3.1324	-4.89814	-4.64999	-4.81837
-3.1322	-4.89761	-4.65028	-4.81852
-3.132	-4.89715	-4.65042	-4.81851
-3.1318	-4.89697	-4.65084	-4.81849
-3.1316	-4.89668	-4.65154	-4.81856
-3.1314	-4.89652	-4.65191	-4.81858
-3.1312	-4.89664	-4.65197	-4.81878
-3.131	-4.89686	-4.65182	-4.81879
-3.1308	-4.89702	-4.65186	-4.81893
-3.1306	-4.89727	-4.65192	-4.81913
-3.1304	-4.89738	-4.65223	-4.81937
-3.1302	-4.89762	-4.65227	-4.81953
-3.13	-4.89771	-4.65244	-4.81975
-3.1298	-4.8979	-4.65249	-4.8198
-3.1296	-4.89783	-4.65271	-4.81993
-3.1294	-4.89786	-4.65281	-4.8203
-3.1292	-4.89782	-4.65279	-4.8207
-3.129	-4.89797	-4.65253	-4.82147
-3.1288	-4.89784	-4.65227	-4.82221
-3.1286	-4.89759	-4.65218	-4.82301
-3.1284	-4.8975	-4.65202	-4.8235
-3.1282	-4.89755	-4.65168	-4.82366
-3.128	-4.89784	-4.65152	-4.82358
-3.1278	-4.898	-4.65153	-4.8236
-3.1276	-4.89825	-4.65157	-4.82377
-3.1274	-4.89829	-4.65144	-4.82379
-3.1272	-4.89847	-4.6515	-4.82382
-3.127	-4.89858	-4.65138	-4.82379
-3.1268	-4.89869	-4.65152	-4.82366
-3.1266	-4.89859	-4.65142	-4.82352
-3.1264	-4.89855	-4.65168	-4.8234
-3.1262	-4.89872	-4.65166	-4.8233
-3.126	-4.89923	-4.65135	-4.82324
-3.1258	-4.89972	-4.651	-4.82317
-3.1256	-4.90022	-4.65075	-4.82306
-3.1254	-4.90062	-4.65039	-4.82304
-3.1252	-4.90096	-4.65018	-4.82289
-3.125	-4.90144	-4.64995	-4.82281
-3.1248	-4.90196	-4.6496	-4.82262
-3.1246	-4.90233	-4.6491	-4.8225
-3.1244	-4.90271	-4.64852	-4.82224
-3.1242	-4.90298	-4.64796	-4.822
-3.124	-4.90293	-4.64717	-4.8219
-3.1238	-4.90263	-4.64644	-4.82189
-3.1236	-4.9019	-4.64603	-4.82191
-3.1234	-4.90113	-4.64603	-4.82194
-3.1232	-4.90038	-4.64609	-4.82185
-3.123	-4.89966	-4.64648	-4.8217
-3.1228	-4.89911	-4.64687	-4.82146
-3.1226	-4.89867	-4.64744	-4.82119
-3.1224	-4.89828	-4.64798	-4.82102
-3.1222	-4.89791	-4.64851	-4.82074
-3.122	-4.8976	-4.64909	-4.82072
-3.1218	-4.89723	-4.64966	-4.8206
-3.1216	-4.89693	-4.65033	-4.82047
-3.1214	-4.89673	-4.65106	-4.82059
-3.1212	-4.8965	-4.6516	-4.82073
-3.121	-4.89657	-4.65186	-4.82071
-3.1208	-4.89682	-4.6513	-4.82066
-3.1206	-4.89697	-4.65129	-4.82077
-3.1204	-4.89729	-4.65134	-4.82092
-3.1202	-4.8974	-4.65143	-4.82116
-3.12	-4.89737	-4.6513	-4.82133
-3.1198	-4.89755	-4.65124	-4.82165
-3.1196	-4.89745	-4.65124	-4.82197
-3.1194	-4.89757	-4.65114	-4.82221
-3.1192	-4.89801	-4.65112	-4.82238
-3.119	-4.89843	-4.65096	-4.82207
-3.1188	-4.89885	-4.65091	-4.82152
-3.1186	-4.89927	-4.65081	-4.82108
-3.1184	-4.89926	-4.65123	-4.8207
-3.1182	-4.89916	-4.65177	-4.82024
-3.118	-4.89907	-4.65221	-4.81978
-3.1178	-4.89903	-4.6525	-4.81975
-3.1176	-4.8991	-4.65272	-4.81992
-3.1174	-4.89899	-4.65254	-4.82018
-3.1172	-4.89902	-4.65244	-4.82045
-3.117	-4.89898	-4.65216	-4.8208
-3.1168	-4.899	-4.65217	-4.82099
-3.1166	-4.89904	-4.65216	-4.82142
-3.1164	-4.89898	-4.6523	-4.82153
-3.1162	-4.89888	-4.65245	-4.82165
-3.116	-4.89897	-4.65247	-4.82168
-3.1158	-4.89927	-4.65217	-4.82156
-3.1156	-4.89973	-4.65161	-4.82156
-3.1154	-4.90023	-4.65117	-4.8214
-3.1152	-4.90062	-4.65089	-4.82126
-3.115	-4.90107	-4.65075	-4.82119
-3.1148	-4.90125	-4.65045	-4.82106
-3.1146	-4.90117	-4.65035	-4.82105
-3.1144	-4.9009	-4.65004	-4.82107
-3.1142	-4.90069	-4.64968	-4.82135
-3.114	-4.90027	-4.64912	-4.82192
-3.1138	-4.90012	-4.64865	-4.82241
-3.1136	-4.89983	-4.64818	-4.82268
-3.1134	-4.89936	-4.64749	-4.82298
-3.1132	-4.89863	-4.6474	-4.82327
-3.113	-4.89801	-4.64725	-4.82355
-3.1128	-4.8974	-4.64703	-4.82388
-3.1126	-4.89701	-4.64691	-4.82431
-3.1124	-4.89659	-4.64665	-4.82475
-3.1122	-4.89619	-4.64645	-4.82483
-3.112	-4.89602	-4.64634	-4.82471
-3.1118	-4.89574	-4.64629	-4.82445
-3.1116	-4.89541	-4.64663	-4.82418
-3.1114	-4.89511	-4.64706	-4.82397
-3.1112	-4.89477	-4.64773	-4.82372
-3.111	-4.8944	-4.64831	-4.82362
-3.1108	-4.89449	-4.64885	-4.82362
-3.1106	-4.8948	-4.64885	-4.82365
-3.1104	-4.89503	-4.6489	-4.82397
-3.1102	-4.89513	-4.64898	-4.82408
-3.11	-4.8954	-4.64919	-4.82419
-3.1098	-4.89577	-4.64928	-4.82419
-3.1096	-4.89625	-4.64933	-4.82392
-3.1094	-4.89675	-4.64944	-4.82328
-3.1092	-4.89731	-4.64946	-4.82285
-3.109	-4.89771	-4.64952	-4.8225
-3.1088	-4.89814	-4.64954	-4.82235
-3.1086	-4.89861	-4.64947	-4.822
-3.1084	-4.89891	-4.64933	-4.82176
-3.1082	-4.89887	-4.64937	-4.82167
-3.108	-4.89864	-4.64984	-4.82134
-3.1078	-4.89827	-4.65025	-4.82097
-3.1076	-4.89793	-4.65061	-4.82065
-3.1074	-4.89769	-4.65092	-4.8204
-3.1072	-4.89756	-4.65135	-4.82
-3.107	-4.89748	-4.65214	-4.81986
-3.1068	-4.8973	-4.65273	-4.81942
-3.1066	-4.89708	-4.65324	-4.81899
-3.1064	-4.89706	-4.65372	-4.81893
-3.1062	-4.89714	-4.65403	-4.81887
-3.106	-4.89701	-4.65423	-4.81916
-3.1058	-4.89681	-4.65429	-4.81928
-3.1056	-4.897	-4.65394	-4.81931
-3.1054	-4.89736	-4.65336	-4.81933
-3.1052	-4.89748	-4.65293	-4.81951
-3.105	-4.89736	-4.65267	-4.81989
-3.1048	-4.89714	-4.65225	-4.82066
-3.1046	-4.89704	-4.65198	-4.82138
-3.1044	-4.89678	-4.6515	-4.82194
-3.1042	-4.8965	-4.65097	-4.82239
-3.104	-4.89624	-4.65061	-4.82297
-3.1038	-4.89605	-4.6502	-4.82315
-3.1036	-4.89605	-4.64966	-4.82355
-3.1034	-4.89586	-4.64915	-4.82397
-3.1032	-4.89549	-4.64871	-4.82433
-3.103	-4.89501	-4.64854	-4.8246
-3.1028	-4.89431	-4.64859	-4.82492
-3.1026	-4.89379	-4.64871	-4.8252
-3.1024	-4.89327	-4.64868	-4.82548
-3.1022	-4.89302	-4.64874	-4.82582
-3.102	-4.89278	-4.64889	-4.82606
-3.1018	-4.89227	-4.6489	-4.82654
-3.1016	-4.89199	-4.64896	-4.82703
-3.1014	-4.89178	-4.6489	-4.82752
-3.1012	-4.89146	-4.64885	-4.82813
-3.101	-4.89125	-4.64888	-4.82864
-3.1008	-4.89092	-4.64895	-4.82898
-3.1006	-4.89078	-4.64885	-4.82886
-3.1004	-4.89116	-4.64882	-4.82853
-3.1002	-4.89192	-4.64859	-4.82773
-3.1	-4.89259	-4.64878	-4.82691
-3.0998	-4.89321	-4.64897	-4.82618
-3.0996	-4.89371	-4.64897	-4.82571
-3.0994	-4.89419	-4.64901	-4.82511
-3.0992	-4.8945	-4.64898	-4.82464
-3.099	-4.89493	-4.64891	-4.82408
-3.0988	-4.8951	-4.64889	-4.82369
-3.0986	-4.89527	-4.64884	-4.82342
-3.0984	-4.8957	-4.64879	-4.82314
-3.0982	-4.89587	-4.64862	-4.82285
-3.098	-4.89569	-4.64847	-4.82245
-3.0978	-4.89528	-4.64866	-4.82211
-3.0976	-4.89485	-4.6491	-4.82175
-3.0974	-4.89458	-4.6495	-4.82128
-3.0972	-4.89429	-4.64993	-4.82091
-3.097	-4.89405	-4.65039	-4.82065
-3.0968	-4.8939	-4.65086	-4.8201
-3.0966	-4.89376	-4.65121	-4.81971
-3.0964	-4.89373	-4.65173	-4.81934
-3.0962	-4.89377	-4.65231	-4.81903
-3.096	-4.89337	-4.65282	-4.81868
-3.0958	-4.89292	-4.65339	-4.81847
-3.0956	-4.89236	-4.6541	-4.8182
-3.0954	-4.89198	-4.65457	-4.81843
-3.0952	-4.89198	-4.6547	-4.81875
-3.095	-4.89177	-4.65476	-4.81916
-3.0948	-4.89189	-4.65476	-4.81992
-3.0946	-4.89205	-4.65463	-4.82086
-3.0944	-4.89191	-4.65433	-4.8217
-3.0942	-4.8917	-4.65375	-4.82239
-3.094	-4.89157	-4.65354	-4.82313
-3.0938	-4.89162	-4.65316	-4.82383
-3.0936	-4.89167	-4.65271	-4.8244
-3.0934	-4.89166	-4.65229	-4.82487
-3.0932	-4.89172	-4.65185	-4.82524
-3.093	-4.89168	-4.6512	-4.82572
-3.0928	-4.89125	-4.6508	-4.82626
-3.0926	-4.8906	-4.65069	-4.82659
-3.0924	-4.89015	-4.65075	-4.82703
-3.0922	-4.88971	-4.6506	-4.82737
-3.092	-4.88941	-4.65055	-4.82782
-3.0918	-4.88906	-4.65046	-4.82823
-3.0916	-4.88875	-4.65037	-4.82878
-3.0914	-4.88847	-4.6504	-4.82929
-3.0912	-4.88837	-4.65029	-4.82971
-3.091	-4.88845	-4.65042	-4.82984
-3.0908	-4.88877	-4.65063	-4.82966
-3.0906	-4.88914	-4.65085	-4.82934
-3.0904	-4.88935	-4.6509	-4.82908
-3.0902	-4.88997	-4.65084	-4.82914
-3.09	-4.89064	-4.65027	-4.82904
-3.0898	-4.89118	-4.64975	-4.82924
-3.0896	-4.89176	-4.64939	-4.82924
-3.0894	-4.89208	-4.64919	-4.82892
-3.0892	-4.89231	-4.64887	-4.82821
-3.089	-4.89256	-4.64875	-4.82764
-3.0888	-4.89287	-4.64895	-4.82708
-3.0886	-4.89316	-4.64921	-4.82645
-3.0884	-4.89338	-4.64923	-4.82579
-3.0882	-4.89352	-4.64925	-4.82532
-3.088	-4.89369	-4.64903	-4.82462
-3.0878	-4.89377	-4.64895	-4.82414
-3.0876	-4.89363	-4.64908	-4.82361
-3.0874	-4.89326	-4.64965	-4.82317
-3.0872	-4.89292	-4.64998	-4.82264
-3.087	-4.89273	-4.6503	-4.82217
-3.0868	-4.89245	-4.65062	-4.82162
-3.0866	-4.89215	-4.65095	-4.82119
-3.0864	-4.89159	-4.65134	-4.8209
-3.0862	-4.89104	-4.65168	-4.82075
-3.086	-4.89046	-4.65219	-4.82105
-3.0858	-4.88988	-4.65274	-4.82136
-3.0856	-4.88937	-4.6532	-4.82143
-3.0854	-4.88888	-4.65383	-4.82158
-3.0852	-4.88851	-4.65442	-4.82181
-3.085	-4.88864	-4.65466	-4.8221
-3.0848	-4.88901	-4.65484	-4.82246
-3.0846	-4.88944	-4.655	-4.82269
-3.0844	-4.88954	-4.65506	-4.82284
-3.0842	-4.8895	-4.65519	-4.82285
-3.084	-4.88956	-4.65539	-4.82287
-3.0838	-4.88961	-4.65561	-4.82306
-3.0836	-4.88969	-4.65548	-4.82361
-3.0834	-4.88976	-4.65532	-4.82441
-3.0832	-4.88992	-4.655	-4.82533
