t[s]	AI 0 [V]	AI 1 [V]	AI 2 [V]
-1.9036	-4.91718	-4.67942	-5.08589
-1.9034	-4.91739	-4.67897	-5.08581
-1.9032	-4.91745	-4.67846	-5.0855
-1.903	-4.9178	-4.67804	-5.08518
-1.9028	-4.91803	-4.67763	-5.08492
-1.9026	-4.91822	-4.67713	-5.08485
-1.9024	-4.91791	-4.67671	-5.0848
-1.9022	-4.91719	-4.67628	-5.08476
-1.902	-4.9165	-4.67628	-5.08467
-1.9018	-4.91567	-4.67646	-5.0845
-1.9016	-4.91501	-4.67681	-5.08434
-1.9014	-4.91442	-4.67737	-5.08397
-1.9012	-4.91389	-4.67779	-5.08376
-1.901	-4.91344	-4.67809	-5.08377
-1.9008	-4.91304	-4.67855	-5.08358
-1.9006	-4.91255	-4.67902	-5.08348
-1.9004	-4.91219	-4.67956	-5.08343
-1.9002	-4.91182	-4.68004	-5.08342
-1.9	-4.91148	-4.68076	-5.08346
-1.8998	-4.91134	-4.68139	-5.08358
-1.8996	-4.91156	-4.6817	-5.08361
-1.8994	-4.91184	-4.68159	-5.08359
-1.8992	-4.91216	-4.68174	-5.08393
-1.899	-4.9123	-4.68193	-5.08413
-1.8988	-4.91239	-4.6821	-5.08433
-1.8986	-4.9125	-4.68229	-5.08459
-1.8984	-4.91252	-4.68227	-5.08481
-1.8982	-4.91256	-4.68218	-5.08518
-1.898	-4.91266	-4.68227	-5.08538
-1.8978	-4.91288	-4.68215	-5.08534
-1.8976	-4.9134	-4.68189	-5.08501
-1.8974	-4.9139	-4.68179	-5.08449
-1.8972	-4.91416	-4.68182	-5.08395
-1.897	-4.91404	-4.68205	-5.08336
-1.8968	-4.91408	-4.68257	-5.08301
-1.8966	-4.91395	-4.68291	-5.08262
-1.8964	-4.91383	-4.68325	-5.08255
-1.8962	-4.91378	-4.6833	-5.08257
-1.896	-4.91373	-4.68315	-5.08281
-1.8958	-4.91382	-4.68286	-5.08311
-1.8956	-4.91376	-4.68271	-5.0835
-1.8954	-4.91372	-4.68274	-5.08361
-1.8952	-4.91359	-4.68267	-5.08367
-1.895	-4.91336	-4.68266	-5.08371
-1.8948	-4.91323	-4.68295	-5.0837
-1.8946	-4.91328	-4.68289	-5.08353
-1.8944	-4.91369	-4.6825	-5.08352
-1.8942	-4.91411	-4.68201	-5.08339
-1.894	-4.91444	-4.68175	-5.08315
-1.8938	-4.91466	-4.6813	-5.08303
-1.8936	-4.91494	-4.68095	-5.08278
-1.8934	-4.91495	-4.6805	-5.08241
-1.8932	-4.91472	-4.68014	-5.08207
-1.893	-4.91435	-4.6798	-5.08191
-1.8928	-4.91408	-4.67936	-5.08232
-1.8926	-4.91377	-4.67887	-5.08276
-1.8924	-4.91366	-4.67851	-5.08332
-1.8922	-4.91353	-4.67815	-5.08377
-1.892	-4.91309	-4.67795	-5.08419
-1.8918	-4.91222	-4.67787	-5.08436
-1.8916	-4.91156	-4.67787	-5.08467
-1.8914	-4.91094	-4.67775	-5.08519
-1.8912	-4.91056	-4.67776	-5.0857
-1.891	-4.91025	-4.67758	-5.08589
-1.8908	-4.91008	-4.6776	-5.08587
-1.8906	-4.90996	-4.67776	-5.08564
-1.8904	-4.90968	-4.67794	-5.08527
-1.8902	-4.90948	-4.67849	-5.08499
-1.89	-4.90918	-4.67906	-5.08475
-1.8898	-4.90894	-4.67971	-5.08466
-1.8896	-4.90868	-4.68018	-5.08459
-1.8894	-4.90858	-4.68051	-5.08442
-1.8892	-4.90899	-4.68031	-5.08454
-1.889	-4.90921	-4.68021	-5.0846
-1.8888	-4.90939	-4.68033	-5.08471
-1.8886	-4.90952	-4.68048	-5.08474
-1.8884	-4.90975	-4.68058	-5.08463
-1.8882	-4.91034	-4.68058	-5.08429
-1.888	-4.91084	-4.68073	-5.08368
-1.8878	-4.91138	-4.68073	-5.08328
-1.8876	-4.91182	-4.68068	-5.08287
-1.8874	-4.91211	-4.68074	-5.08247
-1.8872	-4.91254	-4.68073	-5.08214
-1.887	-4.9128	-4.68062	-5.08193
-1.8868	-4.91262	-4.68062	-5.08172
-1.8866	-4.91224	-4.68118	-5.08141
-1.8864	-4.91209	-4.68178	-5.08103
-1.8862	-4.91198	-4.68229	-5.08073
-1.886	-4.91193	-4.68289	-5.08035
-1.8858	-4.91176	-4.68337	-5.08
-1.8856	-4.91164	-4.68382	-5.07948
-1.8854	-4.91159	-4.68441	-5.07903
-1.8852	-4.91158	-4.68491	-5.07886
-1.885	-4.91155	-4.68523	-5.07872
-1.8848	-4.91141	-4.68556	-5.07872
-1.8846	-4.91137	-4.68558	-5.07875
-1.8844	-4.91143	-4.68554	-5.07887
-1.8842	-4.91179	-4.68513	-5.07878
-1.884	-4.91199	-4.68458	-5.07882
-1.8838	-4.91204	-4.68414	-5.07891
-1.8836	-4.91181	-4.68375	-5.07909
-1.8834	-4.91158	-4.68342	-5.07956
-1.8832	-4.91139	-4.68282	-5.08011
-1.883	-4.91127	-4.68251	-5.08062
-1.8828	-4.91115	-4.68214	-5.08105
-1.8826	-4.91099	-4.68181	-5.08153
-1.8824	-4.9108	-4.68143	-5.08195
-1.8822	-4.91099	-4.68107	-5.08245
-1.882	-4.91115	-4.68036	-5.08276
-1.8818	-4.91078	-4.67981	-5.0831
-1.8816	-4.91028	-4.67957	-5.0835
-1.8814	-4.90985	-4.67963	-5.08374
-1.8812	-4.90936	-4.67978	-5.08415
-1.881	-4.90903	-4.67974	-5.08442
-1.8808	-4.9087	-4.67959	-5.08477
-1.8806	-4.90845	-4.67963	-5.08513
-1.8804	-4.90823	-4.67957	-5.08556
-1.8802	-4.90791	-4.67958	-5.08595
-1.88	-4.90757	-4.67953	-5.08651
-1.8798	-4.90742	-4.67967	-5.0871
-1.8796	-4.90708	-4.67975	-5.08756
-1.8794	-4.90695	-4.67999	-5.08748
-1.8792	-4.907	-4.68021	-5.08737
-1.879	-4.90774	-4.68021	-5.087
-1.8788	-4.90855	-4.68025	-5.08618
-1.8786	-4.90921	-4.6803	-5.08539
-1.8784	-4.90974	-4.68023	-5.08448
-1.8782	-4.91051	-4.68044	-5.08388
-1.878	-4.91112	-4.68038	-5.08345
-1.8778	-4.91157	-4.68047	-5.08297
-1.8776	-4.91205	-4.68034	-5.08253
-1.8774	-4.91252	-4.68021	-5.08219
-1.8772	-4.91288	-4.68004	-5.08162
-1.877	-4.91328	-4.6799	-5.08115
-1.8768	-4.9136	-4.67956	-5.08062
-1.8766	-4.91362	-4.67945	-5.08021
-1.8764	-4.91329	-4.67963	-5.07984
-1.8762	-4.91294	-4.67987	-5.07966
-1.876	-4.91284	-4.68022	-5.07924
-1.8758	-4.9127	-4.68065	-5.07892
-1.8756	-4.91263	-4.68098	-5.07852
-1.8754	-4.9126	-4.6814	-5.0779
-1.8752	-4.91256	-4.68167	-5.07734
-1.875	-4.91258	-4.68204	-5.07698
-1.8748	-4.91252	-4.68245	-5.07636
-1.8746	-4.91238	-4.68288	-5.07592
-1.8744	-4.91211	-4.68355	-5.07553
-1.8742	-4.91158	-4.68434	-5.07518
-1.874	-4.91135	-4.68468	-5.07528
-1.8738	-4.91136	-4.68458	-5.07578
-1.8736	-4.9115	-4.68449	-5.0764
-1.8734	-4.91148	-4.68436	-5.07716
-1.8732	-4.91148	-4.68386	-5.0779
-1.873	-4.91145	-4.68334	-5.07855
-1.8728	-4.91156	-4.68283	-5.07928
-1.8726	-4.91175	-4.68252	-5.08005
-1.8724	-4.91183	-4.68228	-5.0807
-1.8722	-4.91199	-4.68189	-5.08132
-1.872	-4.91219	-4.6817	-5.08213
-1.8718	-4.91231	-4.68101	-5.08266
-1.8716	-4.91235	-4.68047	-5.08315
-1.8714	-4.91198	-4.68016	-5.08361
-1.8712	-4.9116	-4.68029	-5.08406
-1.871	-4.9112	-4.68045	-5.08449
-1.8708	-4.91099	-4.6804	-5.08496
-1.8706	-4.91086	-4.68034	-5.08545
-1.8704	-4.91072	-4.68027	-5.086
-1.8702	-4.91044	-4.68018	-5.08647
-1.87	-4.91027	-4.68015	-5.08694
-1.8698	-4.91041	-4.68014	-5.08724
-1.8696	-4.91047	-4.68018	-5.08733
-1.8694	-4.91092	-4.6802	-5.08726
-1.8692	-4.91125	-4.68012	-5.08694
-1.869	-4.91171	-4.68016	-5.08689
-1.8688	-4.9124	-4.67984	-5.08679
-1.8686	-4.91322	-4.67921	-5.08679
-1.8684	-4.91386	-4.6788	-5.0869
-1.8682	-4.91449	-4.67839	-5.08661
-1.868	-4.91501	-4.67814	-5.08621
-1.8678	-4.91536	-4.67801	-5.08565
-1.8676	-4.91572	-4.67807	-5.08496
-1.8674	-4.91613	-4.67817	-5.08453
-1.8672	-4.91652	-4.67844	-5.08394
-1.867	-4.91694	-4.6785	-5.0834
-1.8668	-4.91722	-4.67849	-5.08302
-1.8666	-4.91759	-4.67839	-5.08243
-1.8664	-4.9177	-4.67827	-5.08187
-1.8662	-4.91738	-4.67849	-5.08123
-1.866	-4.91717	-4.67917	-5.0809
-1.8658	-4.91686	-4.67923	-5.08029
-1.8656	-4.91666	-4.67931	-5.07957
-1.8654	-4.91664	-4.67965	-5.07918
-1.8652	-4.91633	-4.67993	-5.07868
-1.865	-4.9158	-4.68027	-5.07839
-1.8648	-4.91529	-4.68056	-5.07832
-1.8646	-4.91462	-4.68109	-5.07856
-1.8644	-4.91418	-4.68148	-5.07884
-1.8642	-4.91362	-4.68201	-5.07906
-1.864	-4.9132	-4.68261	-5.07937
-1.8638	-4.91275	-4.68308	-5.07939
-1.8636	-4.91291	-4.68319	-5.07963
-1.8634	-4.91323	-4.6832	-5.07984
-1.8632	-4.91339	-4.68324	-5.08002
-1.863	-4.91341	-4.68329	-5.0801
-1.8628	-4.91354	-4.68351	-5.08028
-1.8626	-4.91381	-4.68376	-5.08046
-1.8624	-4.91394	-4.68407	-5.08102
-1.8622	-4.91431	-4.68402	-5.08173
-1.862	-4.91448	-4.6837	-5.08239
-1.8618	-4.91455	-4.68304	-5.08313
-1.8616	-4.91459	-4.6824	-5.08391
-1.8614	-4.91469	-4.68152	-5.08473
-1.8612	-4.91442	-4.68101	-5.08553
-1.861	-4.91386	-4.68103	-5.08623
-1.8608	-4.91331	-4.6811	-5.08679
-1.8606	-4.91298	-4.68096	-5.08745
-1.8604	-4.91289	-4.68095	-5.08811
-1.8602	-4.91286	-4.68099	-5.08821
-1.86	-4.91314	-4.68108	-5.08824
-1.8598	-4.91349	-4.68111	-5.08809
-1.8596	-4.91391	-4.6813	-5.08809
-1.8594	-4.91412	-4.68142	-5.08817
-1.8592	-4.91441	-4.68152	-5.08812
-1.859	-4.91456	-4.68192	-5.08825
-1.8588	-4.91467	-4.68199	-5.08818
-1.8586	-4.9149	-4.6819	-5.08806
-1.8584	-4.91556	-4.68141	-5.0881
-1.8582	-4.91623	-4.68105	-5.08801
-1.858	-4.91662	-4.68055	-5.08796
-1.8578	-4.91681	-4.67995	-5.08787
-1.8576	-4.91712	-4.67947	-5.08775
-1.8574	-4.91745	-4.6789	-5.08776
-1.8572	-4.91769	-4.67844	-5.08772
-1.857	-4.91785	-4.67774	-5.0877
-1.8568	-4.91797	-4.67711	-5.0874
-1.8566	-4.91818	-4.67666	-5.08683
-1.8564	-4.91854	-4.67619	-5.0862
-1.8562	-4.91857	-4.67588	-5.0853
-1.856	-4.91832	-4.67592	-5.08446
-1.8558	-4.91779	-4.6764	-5.08369
-1.8556	-4.91693	-4.67693	-5.08328
-1.8554	-4.91616	-4.67731	-5.08301
-1.8552	-4.91544	-4.67775	-5.08303
-1.855	-4.91477	-4.67801	-5.08314
-1.8548	-4.91413	-4.67843	-5.08318
-1.8546	-4.91375	-4.67872	-5.08309
-1.8544	-4.91336	-4.67923	-5.08311
-1.8542	-4.91294	-4.67968	-5.0831
-1.854	-4.91261	-4.68012	-5.08314
-1.8538	-4.9123	-4.68063	-5.08311
-1.8536	-4.912	-4.68117	-5.08329
-1.8534	-4.91212	-4.68137	-5.08332
-1.8532	-4.91238	-4.68109	-5.08356
-1.853	-4.91261	-4.68111	-5.08378
-1.8528	-4.91286	-4.68113	-5.08394
-1.8526	-4.91315	-4.68128	-5.0843
-1.8524	-4.91337	-4.68138	-5.0848
-1.8522	-4.91352	-4.68165	-5.08516
-1.852	-4.91366	-4.68202	-5.08572
-1.8518	-4.91379	-4.68213	-5.08614
-1.8516	-4.9138	-4.6822	-5.0864
-1.8514	-4.91377	-4.68225	-5.08661
-1.8512	-4.91387	-4.68217	-5.08675
-1.851	-4.91395	-4.68216	-5.087
-1.8508	-4.91392	-4.68228	-5.08718
-1.8506	-4.91385	-4.68232	-5.08727
-1.8504	-4.91402	-4.68195	-5.08719
-1.8502	-4.91409	-4.6817	-5.08741
-1.85	-4.91412	-4.68159	-5.0876
-1.8498	-4.91436	-4.68159	-5.08783
-1.8496	-4.91443	-4.68138	-5.08791
-1.8494	-4.91436	-4.68138	-5.08783
-1.8492	-4.91443	-4.68126	-5.08797
-1.849	-4.91451	-4.68122	-5.0881
-1.8488	-4.91445	-4.68128	-5.08822
-1.8486	-4.91443	-4.68149	-5.08817
-1.8484	-4.91454	-4.68167	-5.08828
-1.8482	-4.91489	-4.68135	-5.08825
-1.848	-4.91538	-4.68101	-5.08823
-1.8478	-4.91583	-4.68073	-5.0882
-1.8476	-4.91621	-4.6804	-5.08805
-1.8474	-4.91655	-4.68012	-5.08785
-1.8472	-4.91674	-4.6798	-5.08764
-1.847	-4.91696	-4.67955	-5.08734
-1.8468	-4.91728	-4.67919	-5.08693
-1.8466	-4.91743	-4.67878	-5.08687
-1.8464	-4.91723	-4.67841	-5.0865
-1.8462	-4.91684	-4.67787	-5.08656
-1.846	-4.91638	-4.67731	-5.08692
-1.8458	-4.91568	-4.67665	-5.08748
-1.8456	-4.9147	-4.67637	-5.08789
-1.8454	-4.91387	-4.67638	-5.08803
-1.8452	-4.91318	-4.67626	-5.08768
-1.845	-4.91266	-4.67628	-5.08758
-1.8448	-4.91206	-4.67648	-5.08718
-1.8446	-4.91153	-4.67692	-5.08683
-1.8444	-4.91111	-4.67743	-5.08671
-1.8442	-4.91081	-4.67796	-5.08649
-1.844	-4.91044	-4.67843	-5.08633
-1.8438	-4.91008	-4.67893	-5.08621
-1.8436	-4.9099	-4.67945	-5.08617
-1.8434	-4.90968	-4.68003	-5.08633
-1.8432	-4.90968	-4.68034	-5.08638
-1.843	-4.91002	-4.6802	-5.08644
-1.8428	-4.91032	-4.68035	-5.08671
-1.8426	-4.91052	-4.68045	-5.087
-1.8424	-4.9107	-4.68066	-5.08739
-1.8422	-4.91089	-4.68085	-5.08781
-1.842	-4.91095	-4.68057	-5.08814
-1.8418	-4.91112	-4.68069	-5.08854
-1.8416	-4.91143	-4.68063	-5.0884
-1.8414	-4.91194	-4.68063	-5.08809
-1.8412	-4.91242	-4.68051	-5.08763
-1.841	-4.91295	-4.68044	-5.08724
-1.8408	-4.91326	-4.68049	-5.08701
-1.8406	-4.91324	-4.68078	-5.08685
-1.8404	-4.91306	-4.68134	-5.0865
-1.8402	-4.91294	-4.6818	-5.08618
-1.84	-4.91291	-4.68244	-5.08583
-1.8398	-4.91281	-4.68291	-5.08561
-1.8396	-4.91286	-4.68329	-5.08567
-1.8394	-4.91274	-4.68365	-5.0858
-1.8392	-4.91267	-4.6838	-5.08599
-1.839	-4.91276	-4.68364	-5.08624
-1.8388	-4.91279	-4.68366	-5.08649
-1.8386	-4.91273	-4.68368	-5.08661
-1.8384	-4.91255	-4.68379	-5.08678
-1.8382	-4.91257	-4.68401	-5.08684
-1.838	-4.91308	-4.6839	-5.08687
-1.8378	-4.91361	-4.68336	-5.08677
-1.8376	-4.91404	-4.68298	-5.08662
-1.8374	-4.91457	-4.68267	-5.08659
-1.8372	-4.91469	-4.6823	-5.08641
-1.837	-4.91457	-4.68203	-5.08629
-1.8368	-4.91431	-4.68159	-5.08613
-1.8366	-4.91382	-4.68123	-5.08648
-1.8364	-4.9135	-4.68087	-5.08704
-1.8362	-4.91333	-4.68044	-5.08752
-1.836	-4.91306	-4.67979	-5.08799
-1.8358	-4.91293	-4.67917	-5.08834
-1.8356	-4.91263	-4.67872	-5.08866
-1.8354	-4.91194	-4.67846	-5.08882
-1.8352	-4.91126	-4.6785	-5.08906
-1.835	-4.91071	-4.67826	-5.08926
-1.8348	-4.91021	-4.67821	-5.08954
-1.8346	-4.90977	-4.67802	-5.08982
-1.8344	-4.90953	-4.6779	-5.09026
-1.8342	-4.90922	-4.6778	-5.0906
-1.834	-4.90899	-4.67772	-5.09066
-1.8338	-4.90877	-4.67784	-5.09049
-1.8336	-4.9087	-4.67805	-5.09046
-1.8334	-4.90851	-4.6786	-5.09044
-1.8332	-4.90818	-4.67923	-5.09012
-1.833	-4.90808	-4.6798	-5.08999
-1.8328	-4.90835	-4.67993	-5.09016
-1.8326	-4.90866	-4.68001	-5.09022
-1.8324	-4.90925	-4.68015	-5.09036
-1.8322	-4.91001	-4.68045	-5.09032
-1.832	-4.91064	-4.6806	-5.08989
-1.8318	-4.91123	-4.68075	-5.08935
-1.8316	-4.91175	-4.68082	-5.08895
-1.8314	-4.91229	-4.68091	-5.0886
-1.8312	-4.91276	-4.68084	-5.08832
-1.831	-4.91325	-4.68064	-5.08808
-1.8308	-4.91373	-4.68049	-5.08778
-1.8306	-4.91411	-4.68024	-5.08751
-1.8304	-4.91404	-4.68017	-5.08727
-1.8302	-4.91381	-4.68048	-5.08701
-1.83	-4.91351	-4.68089	-5.08668
-1.8298	-4.9134	-4.68133	-5.08647
-1.8296	-4.91322	-4.68172	-5.08621
-1.8294	-4.91308	-4.68197	-5.08585
-1.8292	-4.91306	-4.68229	-5.08561
-1.829	-4.91294	-4.68275	-5.08512
-1.8288	-4.91295	-4.68338	-5.08463
-1.8286	-4.91299	-4.68392	-5.08411
-1.8284	-4.91299	-4.68442	-5.0838
-1.8282	-4.91299	-4.68497	-5.08374
-1.828	-4.91314	-4.68547	-5.08393
-1.8278	-4.91334	-4.68522	-5.08399
-1.8276	-4.91348	-4.68458	-5.08439
-1.8274	-4.91352	-4.68405	-5.08485
-1.8272	-4.91336	-4.68374	-5.0856
-1.827	-4.91318	-4.68332	-5.08637
-1.8268	-4.91299	-4.68301	-5.08714
-1.8266	-4.91283	-4.68266	-5.08784
-1.8264	-4.9128	-4.68232	-5.08842
-1.8262	-4.91267	-4.68206	-5.08908
-1.826	-4.91269	-4.68182	-5.08959
-1.8258	-4.91265	-4.68134	-5.08986
-1.8256	-4.91272	-4.68072	-5.09029
-1.8254	-4.91271	-4.68017	-5.09062
-1.8252	-4.91222	-4.67996	-5.09096
-1.825	-4.91172	-4.67987	-5.09137
-1.8248	-4.9112	-4.68001	-5.09155
-1.8246	-4.91086	-4.67995	-5.09178
-1.8244	-4.91059	-4.6799	-5.09212
-1.8242	-4.9104	-4.67995	-5.09247
-1.824	-4.91021	-4.67981	-5.09285
-1.8238	-4.91016	-4.67985	-5.09322
-1.8236	-4.90987	-4.67988	-5.09366
-1.8234	-4.90968	-4.6799	-5.09396
-1.8232	-4.90955	-4.67976	-5.09464
-1.823	-4.90966	-4.6799	-5.09529
-1.8228	-4.90983	-4.68013	-5.09533
-1.8226	-4.91064	-4.6798	-5.09498
-1.8224	-4.91161	-4.67947	-5.09423
-1.8222	-4.91255	-4.67939	-5.09369
-1.822	-4.91332	-4.67921	-5.093
-1.8218	-4.9138	-4.6795	-5.09244
-1.8216	-4.9143	-4.67951	-5.09184
-1.8214	-4.91478	-4.67949	-5.09137
-1.8212	-4.91531	-4.67956	-5.09088
-1.821	-4.9157	-4.6795	-5.09056
-1.8208	-4.91613	-4.67958	-5.09007
-1.8206	-4.91662	-4.67961	-5.0895
-1.8204	-4.91692	-4.67951	-5.08912
-1.8202	-4.91702	-4.67942	-5.0888
-1.82	-4.91679	-4.67964	-5.0885
-1.8198	-4.91659	-4.68016	-5.08811
-1.8196	-4.91659	-4.68066	-5.08777
-1.8194	-4.91655	-4.68118	-5.08753
-1.8192	-4.91658	-4.68162	-5.08717
-1.819	-4.91666	-4.68201	-5.08676
-1.8188	-4.91681	-4.68246	-5.08644
-1.8186	-4.91689	-4.683	-5.08617
-1.8184	-4.91673	-4.68344	-5.08581
-1.8182	-4.91639	-4.68387	-5.08551
-1.818	-4.91578	-4.68419	-5.08549
-1.8178	-4.91524	-4.68477	-5.08567
-1.8176	-4.91487	-4.68535	-5.08605
-1.8174	-4.91485	-4.68536	-5.08607
-1.8172	-4.915	-4.68531	-5.08606
-1.817	-4.91515	-4.68543	-5.08635
-1.8168	-4.9152	-4.68544	-5.0868
-1.8166	-4.91522	-4.68511	-5.08741
-1.8164	-4.91529	-4.68469	-5.08811
-1.8162	-4.91535	-4.68405	-5.08878
-1.816	-4.91554	-4.68343	-5.08962
-1.8158	-4.91556	-4.68292	-5.09023
-1.8156	-4.91549	-4.68249	-5.09086
-1.8154	-4.91559	-4.68188	-5.09154
-1.8152	-4.91567	-4.68132	-5.09211
-1.815	-4.91546	-4.68069	-5.09255
-1.8148	-4.9149	-4.68057	-5.09307
-1.8146	-4.91443	-4.68056	-5.09348
-1.8144	-4.91415	-4.68052	-5.09402
-1.8142	-4.91381	-4.6804	-5.0944
-1.814	-4.91354	-4.68018	-5.09488
-1.8138	-4.91331	-4.68018	-5.09535
-1.8136	-4.9135	-4.68033	-5.09583
-1.8134	-4.91375	-4.68032	-5.09588
-1.8132	-4.91416	-4.68032	-5.09564
-1.813	-4.9146	-4.68038	-5.09545
-1.8128	-4.91506	-4.68061	-5.0953
-1.8126	-4.91545	-4.68079	-5.09538
-1.8124	-4.91599	-4.6808	-5.09554
-1.8122	-4.91694	-4.68061	-5.09562
-1.812	-4.91766	-4.68033	-5.0956
-1.8118	-4.91823	-4.67984	-5.09559
-1.8116	-4.9187	-4.67934	-5.0957
-1.8114	-4.91908	-4.67888	-5.09559
-1.8112	-4.91956	-4.67845	-5.09523
-1.811	-4.92005	-4.67811	-5.09456
-1.8108	-4.92018	-4.67791	-5.09397
-1.8106	-4.92063	-4.67781	-5.09327
-1.8104	-4.92084	-4.67787	-5.09261
-1.8102	-4.92102	-4.67757	-5.09185
-1.81	-4.92131	-4.67737	-5.09113
-1.8098	-4.92117	-4.67731	-5.09054
-1.8096	-4.92092	-4.67763	-5.08992
-1.8094	-4.92071	-4.67792	-5.08919
-1.8092	-4.92051	-4.6783	-5.08863
-1.809	-4.92023	-4.6786	-5.08812
-1.8088	-4.91973	-4.67902	-5.08797
-1.8086	-4.91922	-4.67933	-5.08796
-1.8084	-4.91858	-4.67977	-5.08826
-1.8082	-4.91808	-4.68024	-5.08856
-1.808	-4.9177	-4.68071	-5.08885
-1.8078	-4.91735	-4.68127	-5.08905
-1.8076	-4.91697	-4.68186	-5.08925
-1.8074	-4.91671	-4.68235	-5.08933
-1.8072	-4.91677	-4.68265	-5.08955
-1.807	-4.9169	-4.68239	-5.08965
-1.8068	-4.91704	-4.68232	-5.08971
-1.8066	-4.91733	-4.6826	-5.08988
-1.8064	-4.91755	-4.68281	-5.08999
-1.8062	-4.91759	-4.68311	-5.09001
-1.806	-4.91768	-4.6834	-5.08999
-1.8058	-4.91778	-4.68337	-5.08992
-1.8056	-4.91777	-4.68334	-5.09004
-1.8054	-4.91786	-4.68318	-5.09066
-1.8052	-4.91784	-4.68276	-5.09128
-1.805	-4.91781	-4.68214	-5.09213
-1.8048	-4.91764	-4.6814	-5.09294
-1.8046	-4.91719	-4.68121	-5.09369
-1.8044	-4.91669	-4.68107	-5.0944
-1.8042	-4.91658	-4.68094	-5.09487
-1.804	-4.91675	-4.68087	-5.09507
-1.8038	-4.91688	-4.68082	-5.09489
-1.8036	-4.91709	-4.68083	-5.09464
-1.8034	-4.91732	-4.68078	-5.09482
-1.8032	-4.91756	-4.68076	-5.09469
-1.803	-4.91759	-4.68073	-5.09467
-1.8028	-4.91786	-4.681	-5.09474
-1.8026	-4.9181	-4.6813	-5.09467
-1.8024	-4.91834	-4.68165	-5.0947
-1.8022	-4.91865	-4.68184	-5.09478
-1.802	-4.91907	-4.68139	-5.09465
-1.8018	-4.91958	-4.68086	-5.09464
-1.8016	-4.92001	-4.68057	-5.09451
-1.8014	-4.9203	-4.68026	-5.09434
-1.8012	-4.92064	-4.67995	-5.09425
-1.801	-4.92095	-4.67962	-5.09412
-1.8008	-4.92126	-4.67932	-5.09388
-1.8006	-4.92154	-4.67892	-5.09376
-1.8004	-4.92167	-4.67853	-5.09362
-1.8002	-4.92196	-4.67798	-5.09351
-1.8	-4.92228	-4.67747	-5.09305
-1.7998	-4.92239	-4.67696	-5.09258
-1.7996	-4.92182	-4.67656	-5.09189
-1.7994	-4.92105	-4.67672	-5.09128
-1.7992	-4.92021	-4.67723	-5.0911
-1.799	-4.91948	-4.67781	-5.091
-1.7988	-4.91866	-4.67818	-5.09094
-1.7986	-4.91802	-4.67865	-5.09094
-1.7984	-4.91765	-4.67895	-5.09078
-1.7982	-4.9172	-4.67926	-5.09066
-1.798	-4.91678	-4.67951	-5.09065
-1.7978	-4.9164	-4.67988	-5.09063
-1.7976	-4.91601	-4.68034	-5.09071
-1.7974	-4.91577	-4.68095	-5.09073
-1.7972	-4.91541	-4.68144	-5.09079
-1.797	-4.91559	-4.6818	-5.09078
-1.7968	-4.91577	-4.68161	-5.09076
-1.7966	-4.91592	-4.68148	-5.09097
-1.7964	-4.91596	-4.68138	-5.09103
-1.7962	-4.91597	-4.68143	-5.09112
-1.796	-4.91603	-4.68148	-5.09138
-1.7958	-4.91615	-4.68144	-5.09145
-1.7956	-4.91605	-4.68146	-5.09178
-1.7954	-4.91603	-4.68151	-5.09184
-1.7952	-4.91599	-4.68145	-5.09211
-1.795	-4.91598	-4.68144	-5.09224
-1.7948	-4.91634	-4.6814	-5.09216
-1.7946	-4.91657	-4.68134	-5.09171
-1.7944	-4.91663	-4.68153	-5.09099
-1.7942	-4.91666	-4.68206	-5.09078
-1.794	-4.91656	-4.68235	-5.09077
-1.7938	-4.91657	-4.6824	-5.09095
-1.7936	-4.91655	-4.6823	-5.09123
-1.7934	-4.91648	-4.68206	-5.09138
-1.7932	-4.91653	-4.6819	-5.09157
-1.793	-4.91673	-4.68212	-5.09187
-1.7928	-4.9167	-4.68214	-5.09202
-1.7926	-4.91687	-4.68233	-5.09229
-1.7924	-4.91706	-4.6826	-5.09257
-1.7922	-4.9171	-4.68296	-5.09268
-1.792	-4.91699	-4.6831	-5.09276
-1.7918	-4.9173	-4.68306	-5.09282
-1.7916	-4.91785	-4.68261	-5.09276
-1.7914	-4.91829	-4.68234	-5.09274
-1.7912	-4.91866	-4.68199	-5.09261
-1.791	-4.91911	-4.68163	-5.09231
-1.7908	-4.91936	-4.68125	-5.09204
-1.7906	-4.91964	-4.68091	-5.09174
-1.7904	-4.91964	-4.68052	-5.09141
-1.7902	-4.91958	-4.68016	-5.09131
-1.79	-4.91934	-4.67967	-5.09108
-1.7898	-4.91902	-4.67906	-5.09126
-1.7896	-4.91866	-4.67838	-5.09168
-1.7894	-4.91846	-4.67787	-5.092
-1.7892	-4.91766	-4.67739	-5.09239
-1.789	-4.91699	-4.67723	-5.09272
-1.7888	-4.91653	-4.67708	-5.09315
-1.7886	-4.91595	-4.67697	-5.09336
-1.7884	-4.91566	-4.67693	-5.09324
-1.7882	-4.91535	-4.67697	-5.09314
-1.788	-4.91504	-4.67722	-5.093
-1.7878	-4.91486	-4.67782	-5.09259
-1.7876	-4.91456	-4.67845	-5.09232
-1.7874	-4.91441	-4.67913	-5.09207
-1.7872	-4.91422	-4.67969	-5.09195
-1.787	-4.914	-4.68038	-5.09182
-1.7868	-4.91395	-4.68096	-5.09182
-1.7866	-4.91435	-4.68107	-5.0917
-1.7864	-4.91468	-4.68107	-5.09201
