t[s]	AI 0 [V]	AI 1 [V]	AI 2 [V]
-3.2	-5.15781	-5.11871	-5.5123
-3.1998	-5.15782	-5.11866	-5.5123
-3.1996	-5.15802	-5.11869	-5.51236
-3.1994	-5.15789	-5.11875	-5.51249
-3.1992	-5.15788	-5.11874	-5.51271
-3.199	-5.15798	-5.11877	-5.51299
-3.1988	-5.158	-5.11889	-5.51319
-3.1986	-5.15799	-5.11906	-5.51329
-3.1984	-5.15796	-5.11918	-5.51314
-3.1982	-5.15809	-5.11928	-5.51288
-3.198	-5.15814	-5.11919	-5.51261
-3.1978	-5.15806	-5.11902	-5.51229
-3.1976	-5.15803	-5.11914	-5.51192
-3.1974	-5.15798	-5.11919	-5.51149
-3.1972	-5.1577	-5.11972	-5.51122
-3.197	-5.15766	-5.1201	-5.51097
-3.1968	-5.15747	-5.1205	-5.51059
-3.1966	-5.15739	-5.12093	-5.51044
-3.1964	-5.15728	-5.12115	-5.51025
-3.1962	-5.15717	-5.12145	-5.51022
-3.196	-5.15721	-5.12159	-5.5103
-3.1958	-5.15736	-5.12166	-5.51061
-3.1956	-5.1574	-5.12166	-5.51085
-3.1954	-5.15749	-5.12188	-5.51108
-3.1952	-5.15752	-5.12198	-5.51119
-3.195	-5.1577	-5.12201	-5.51136
-3.1948	-5.15772	-5.12172	-5.51142
-3.1946	-5.15781	-5.12138	-5.51139
-3.1944	-5.15784	-5.12108	-5.51129
-3.1942	-5.15779	-5.12076	-5.51124
-3.194	-5.15778	-5.1204	-5.51116
-3.1938	-5.15769	-5.12001	-5.5111
-3.1936	-5.15761	-5.11961	-5.51133
-3.1934	-5.15762	-5.11899	-5.51166
-3.1932	-5.15753	-5.11864	-5.512
-3.193	-5.15753	-5.11818	-5.51249
-3.1928	-5.15747	-5.11765	-5.51277
-3.1926	-5.15751	-5.11718	-5.51306
-3.1924	-5.15752	-5.11675	-5.51339
-3.1922	-5.15749	-5.11641	-5.51359
-3.192	-5.15747	-5.11633	-5.51371
-3.1918	-5.15739	-5.11626	-5.51425
-3.1916	-5.15732	-5.11598	-5.5144
-3.1914	-5.15703	-5.11581	-5.51476
-3.1912	-5.15677	-5.11568	-5.5151
-3.191	-5.15652	-5.11558	-5.5153
-3.1908	-5.15623	-5.11555	-5.51554
-3.1906	-5.15599	-5.11562	-5.5155
-3.1904	-5.15585	-5.11597	-5.51531
-3.1902	-5.15582	-5.11631	-5.51516
-3.19	-5.15565	-5.11687	-5.5151
-3.1898	-5.15555	-5.11714	-5.51507
-3.1896	-5.15558	-5.1171	-5.51497
-3.1894	-5.15549	-5.11709	-5.51476
-3.1892	-5.1556	-5.11715	-5.51443
-3.189	-5.15567	-5.11716	-5.51395
-3.1888	-5.1557	-5.11732	-5.51331
-3.1886	-5.15583	-5.11741	-5.51284
-3.1884	-5.15581	-5.11752	-5.51248
-3.1882	-5.15595	-5.1176	-5.51223
-3.188	-5.1561	-5.11786	-5.51227
-3.1878	-5.1562	-5.11804	-5.51194
-3.1876	-5.15614	-5.11792	-5.51162
-3.1874	-5.15607	-5.11788	-5.51127
-3.1872	-5.15605	-5.11788	-5.51104
-3.187	-5.15602	-5.11822	-5.51078
-3.1868	-5.15598	-5.11863	-5.51048
-3.1866	-5.15591	-5.11902	-5.51022
-3.1864	-5.15587	-5.11928	-5.50984
-3.1862	-5.15588	-5.11972	-5.50948
-3.186	-5.15584	-5.12013	-5.50908
-3.1858	-5.15586	-5.12064	-5.5088
-3.1856	-5.15593	-5.12119	-5.50816
-3.1854	-5.15596	-5.12142	-5.50768
-3.1852	-5.15599	-5.12187	-5.50715
-3.185	-5.15594	-5.12207	-5.50674
-3.1848	-5.15599	-5.12201	-5.50654
-3.1846	-5.156	-5.12162	-5.50679
-3.1844	-5.15589	-5.12123	-5.50711
-3.1842	-5.15604	-5.12091	-5.50771
-3.184	-5.1561	-5.12058	-5.50834
-3.1838	-5.15608	-5.12033	-5.50921
-3.1836	-5.15604	-5.12	-5.50978
-3.1834	-5.15601	-5.11972	-5.51041
-3.1832	-5.15605	-5.11948	-5.511
-3.183	-5.15609	-5.11918	-5.51139
-3.1828	-5.15609	-5.11883	-5.51204
-3.1826	-5.15612	-5.11835	-5.51251
-3.1824	-5.15617	-5.11801	-5.51311
-3.1822	-5.15619	-5.11758	-5.51345
-3.182	-5.15635	-5.11744	-5.5139
-3.1818	-5.15635	-5.11747	-5.51434
-3.1816	-5.1564	-5.11747	-5.51472
-3.1814	-5.15642	-5.11753	-5.51495
-3.1812	-5.15642	-5.11738	-5.51539
-3.181	-5.15641	-5.11716	-5.51564
-3.1808	-5.1565	-5.11715	-5.51598
-3.1806	-5.1564	-5.11712	-5.5164
-3.1804	-5.15649	-5.11705	-5.51688
-3.1802	-5.1565	-5.11693	-5.51741
-3.18	-5.15648	-5.11702	-5.51765
-3.1798	-5.15646	-5.11699	-5.5178
-3.1796	-5.15643	-5.11708	-5.51777
-3.1794	-5.15642	-5.11672	-5.51745
-3.1792	-5.1565	-5.1163	-5.51685
-3.179	-5.15638	-5.11608	-5.51618
-3.1788	-5.15656	-5.11609	-5.51543
-3.1786	-5.15677	-5.11627	-5.51476
-3.1784	-5.15686	-5.11633	-5.51424
-3.1782	-5.157	-5.11654	-5.51381
-3.178	-5.15721	-5.11654	-5.51321
-3.1778	-5.15732	-5.11659	-5.51276
-3.1776	-5.15755	-5.1167	-5.51238
-3.1774	-5.15787	-5.11646	-5.51178
-3.1772	-5.15793	-5.11636	-5.51134
-3.177	-5.1582	-5.11626	-5.51088
-3.1768	-5.15833	-5.1165	-5.51054
-3.1766	-5.15832	-5.11683	-5.51013
-3.1764	-5.15844	-5.11726	-5.50979
-3.1762	-5.15868	-5.11771	-5.50938
-3.176	-5.15872	-5.11823	-5.50885
-3.1758	-5.15872	-5.11856	-5.50853
-3.1756	-5.15874	-5.11907	-5.50822
-3.1754	-5.15878	-5.1196	-5.50784
-3.1752	-5.15884	-5.12025	-5.5076
-3.175	-5.15899	-5.12087	-5.50763
-3.1748	-5.15911	-5.12157	-5.50785
-3.1746	-5.15931	-5.12211	-5.50816
-3.1744	-5.15941	-5.12236	-5.50826
-3.1742	-5.15964	-5.12229	-5.50856
-3.174	-5.15971	-5.12228	-5.50865
-3.1738	-5.15989	-5.12221	-5.50883
-3.1736	-5.15994	-5.12212	-5.50915
-3.1734	-5.15981	-5.12175	-5.50946
-3.1732	-5.15982	-5.12135	-5.51006
-3.173	-5.15991	-5.12088	-5.51084
-3.1728	-5.15996	-5.12035	-5.51139
-3.1726	-5.15999	-5.11982	-5.51197
-3.1724	-5.16005	-5.1192	-5.51266
-3.1722	-5.16009	-5.11861	-5.51319
-3.172	-5.16011	-5.11803	-5.51379
-3.1718	-5.15993	-5.11764	-5.51437
-3.1716	-5.15981	-5.11756	-5.51499
-3.1714	-5.1599	-5.11757	-5.51553
-3.1712	-5.1597	-5.11755	-5.51583
-3.171	-5.15956	-5.11741	-5.51638
-3.1708	-5.15947	-5.11747	-5.51694
-3.1706	-5.15941	-5.11745	-5.51738
-3.1704	-5.15945	-5.11739	-5.51745
-3.1702	-5.15937	-5.1174	-5.51732
-3.17	-5.15933	-5.11746	-5.51702
-3.1698	-5.1593	-5.11767	-5.5168
-3.1696	-5.15919	-5.11772	-5.51667
-3.1694	-5.15893	-5.11773	-5.51654
-3.1692	-5.15884	-5.11756	-5.51649
-3.169	-5.15881	-5.11708	-5.51637
-3.1688	-5.15877	-5.11658	-5.51635
-3.1686	-5.15864	-5.1162	-5.51638
-3.1684	-5.15865	-5.11585	-5.51644
-3.1682	-5.15865	-5.11556	-5.51647
-3.168	-5.15902	-5.1154	-5.51648
-3.1678	-5.15894	-5.11537	-5.51615
-3.1676	-5.15895	-5.11513	-5.5155
-3.1674	-5.159	-5.11504	-5.51486
-3.1672	-5.15909	-5.11508	-5.51432
-3.167	-5.15905	-5.11493	-5.51369
-3.1668	-5.15897	-5.11492	-5.51293
-3.1666	-5.15907	-5.11513	-5.51231
-3.1664	-5.15907	-5.11546	-5.51153
-3.1662	-5.15905	-5.11579	-5.51079
-3.166	-5.15924	-5.11607	-5.51017
-3.1658	-5.15918	-5.11643	-5.50969
-3.1656	-5.15912	-5.11673	-5.50944
-3.1654	-5.15914	-5.11707	-5.50955
-3.1652	-5.15899	-5.11744	-5.50959
-3.165	-5.15884	-5.11781	-5.50976
-3.1648	-5.15882	-5.1182	-5.50994
-3.1646	-5.15875	-5.11878	-5.51022
-3.1644	-5.15867	-5.11913	-5.51039
-3.1642	-5.15866	-5.11957	-5.51062
-3.164	-5.15864	-5.11982	-5.51096
-3.1638	-5.15873	-5.12	-5.51116
-3.1636	-5.15875	-5.12021	-5.51132
-3.1634	-5.1587	-5.1204	-5.51145
-3.1632	-5.15855	-5.12066	-5.51157
-3.163	-5.15861	-5.1209	-5.51181
-3.1628	-5.15856	-5.12104	-5.51186
-3.1626	-5.15868	-5.12111	-5.51216
-3.1624	-5.15862	-5.12091	-5.51231
-3.1622	-5.15847	-5.12062	-5.51273
-3.162	-5.15861	-5.1203	-5.51328
-3.1618	-5.15857	-5.11989	-5.51416
-3.1616	-5.1586	-5.11955	-5.51485
-3.1614	-5.15839	-5.11926	-5.51564
-3.1612	-5.15838	-5.119	-5.5161
-3.161	-5.15822	-5.11898	-5.51633
-3.1608	-5.15818	-5.11896	-5.51653
-3.1606	-5.15796	-5.11888	-5.51646
-3.1604	-5.15774	-5.11881	-5.5165
-3.1602	-5.15769	-5.11862	-5.51652
-3.16	-5.1576	-5.11864	-5.5166
-3.1598	-5.15759	-5.1187	-5.51654
-3.1596	-5.15748	-5.1188	-5.51649
-3.1594	-5.1574	-5.11902	-5.51652
-3.1592	-5.1573	-5.11912	-5.51648
-3.159	-5.15725	-5.11899	-5.51648
-3.1588	-5.15729	-5.11869	-5.51657
-3.1586	-5.15732	-5.11846	-5.51652
-3.1584	-5.15748	-5.11825	-5.51672
-3.1582	-5.15769	-5.11811	-5.51668
-3.158	-5.15785	-5.11784	-5.51679
-3.1578	-5.15793	-5.11732	-5.51665
-3.1576	-5.1581	-5.11687	-5.51652
-3.1574	-5.15809	-5.11629	-5.51618
-3.1572	-5.15798	-5.11581	-5.51592
-3.157	-5.15797	-5.11533	-5.51569
-3.1568	-5.15793	-5.11489	-5.51549
-3.1566	-5.158	-5.11445	-5.51511
-3.1564	-5.1579	-5.11409	-5.51463
-3.1562	-5.15786	-5.11432	-5.5141
-3.156	-5.15782	-5.11463	-5.51386
-3.1558	-5.15787	-5.1151	-5.51376
-3.1556	-5.15786	-5.11564	-5.51366
-3.1554	-5.15783	-5.11627	-5.51358
-3.1552	-5.15792	-5.1168	-5.51344
-3.155	-5.15801	-5.11726	-5.51339
-3.1548	-5.15811	-5.11794	-5.51336
-3.1546	-5.15819	-5.11861	-5.51338
-3.1544	-5.15821	-5.11908	-5.51351
-3.1542	-5.15817	-5.11966	-5.5136
-3.154	-5.15833	-5.12003	-5.51363
-3.1538	-5.15844	-5.12014	-5.51383
-3.1536	-5.15862	-5.12024	-5.5138
-3.1534	-5.15868	-5.12008	-5.51392
-3.1532	-5.15865	-5.12007	-5.51416
-3.153	-5.15863	-5.1201	-5.51435
-3.1528	-5.15869	-5.12024	-5.51451
-3.1526	-5.15882	-5.12025	-5.5149
-3.1524	-5.15892	-5.1203	-5.51519
-3.1522	-5.1589	-5.1202	-5.5154
-3.152	-5.15879	-5.12028	-5.5157
-3.1518	-5.15866	-5.12006	-5.51571
-3.1516	-5.15856	-5.12001	-5.51557
-3.1514	-5.15854	-5.12007	-5.51526
-3.1512	-5.15841	-5.1201	-5.5147
-3.151	-5.15823	-5.1203	-5.51422
-3.1508	-5.15823	-5.12059	-5.51404
-3.1506	-5.15808	-5.1206	-5.51407
-3.1504	-5.15805	-5.12059	-5.51417
-3.1502	-5.1579	-5.12038	-5.51442
-3.15	-5.15779	-5.12027	-5.51455
-3.1498	-5.15777	-5.12021	-5.51485
-3.1496	-5.15749	-5.12028	-5.51495
-3.1494	-5.15754	-5.12043	-5.51515
-3.1492	-5.15749	-5.12055	-5.51533
-3.149	-5.15752	-5.12076	-5.51532
-3.1488	-5.15772	-5.12084	-5.51528
-3.1486	-5.15775	-5.12055	-5.51538
-3.1484	-5.15772	-5.12031	-5.51539
-3.1482	-5.15794	-5.12005	-5.51536
-3.148	-5.15823	-5.12	-5.51543
-3.1478	-5.15847	-5.12	-5.51529
-3.1476	-5.15848	-5.11974	-5.51498
-3.1474	-5.15859	-5.11938	-5.51487
-3.1472	-5.15846	-5.11906	-5.51481
-3.147	-5.15858	-5.11869	-5.51473
-3.1468	-5.15853	-5.11829	-5.51484
-3.1466	-5.15857	-5.11779	-5.51517
-3.1464	-5.15865	-5.11732	-5.5155
-3.1462	-5.15853	-5.11688	-5.51572
-3.146	-5.15838	-5.11655	-5.51608
-3.1458	-5.15837	-5.11648	-5.51642
-3.1456	-5.15829	-5.11636	-5.51681
-3.1454	-5.15834	-5.11639	-5.51705
-3.1452	-5.15819	-5.11634	-5.51705
-3.145	-5.15821	-5.11642	-5.51695
-3.1448	-5.15823	-5.11662	-5.51674
-3.1446	-5.15819	-5.11711	-5.51649
-3.1444	-5.15825	-5.11774	-5.51632
-3.1442	-5.15818	-5.11836	-5.51606
-3.144	-5.15797	-5.11902	-5.51585
-3.1438	-5.15787	-5.1195	-5.51569
-3.1436	-5.15766	-5.1198	-5.51561
-3.1434	-5.15778	-5.12003	-5.51571
-3.1432	-5.15781	-5.12017	-5.51581
-3.143	-5.15775	-5.12024	-5.51599
-3.1428	-5.15789	-5.12043	-5.51626
-3.1426	-5.15776	-5.12058	-5.51653
-3.1424	-5.15764	-5.12065	-5.51652
-3.1422	-5.15761	-5.12078	-5.51619
-3.142	-5.15768	-5.12078	-5.51582
-3.1418	-5.15779	-5.12087	-5.51551
-3.1416	-5.1577	-5.12088	-5.5152
-3.1414	-5.1578	-5.12083	-5.51487
-3.1412	-5.15777	-5.12076	-5.5144
-3.141	-5.15782	-5.12099	-5.51401
-3.1408	-5.15781	-5.12138	-5.51363
-3.1406	-5.15771	-5.1219	-5.51329
-3.1404	-5.15777	-5.12241	-5.51291
-3.1402	-5.15785	-5.12288	-5.5127
-3.14	-5.15777	-5.12328	-5.51235
-3.1398	-5.15787	-5.12357	-5.51189
-3.1396	-5.15771	-5.12387	-5.5117
-3.1394	-5.15785	-5.12419	-5.51162
-3.1392	-5.15785	-5.12434	-5.51162
-3.139	-5.15784	-5.12445	-5.51176
-3.1388	-5.15773	-5.12443	-5.51183
-3.1386	-5.15773	-5.12453	-5.51186
-3.1384	-5.15781	-5.12441	-5.51206
-3.1382	-5.15801	-5.12412	-5.51225
-3.138	-5.15802	-5.12393	-5.51239
-3.1378	-5.15812	-5.12349	-5.51248
-3.1376	-5.15811	-5.12312	-5.51258
-3.1374	-5.15819	-5.12282	-5.51284
-3.1372	-5.15821	-5.12247	-5.51328
-3.137	-5.1583	-5.12214	-5.51382
-3.1368	-5.15815	-5.12172	-5.51403
-3.1366	-5.15815	-5.12129	-5.5145
-3.1364	-5.15806	-5.12094	-5.51481
-3.1362	-5.15806	-5.12062	-5.51522
-3.136	-5.15807	-5.12037	-5.51561
-3.1358	-5.15807	-5.12033	-5.51587
-3.1356	-5.15812	-5.12037	-5.51637
-3.1354	-5.15815	-5.12044	-5.51662
-3.1352	-5.15808	-5.1205	-5.51707
-3.135	-5.15808	-5.12046	-5.51751
-3.1348	-5.15805	-5.12048	-5.5176
-3.1346	-5.15821	-5.12044	-5.51785
-3.1344	-5.15825	-5.12043	-5.51825
-3.1342	-5.15842	-5.1205	-5.51867
-3.134	-5.15841	-5.12046	-5.51893
-3.1338	-5.15851	-5.12067	-5.5191
-3.1336	-5.15862	-5.12093	-5.51899
-3.1334	-5.15876	-5.12112	-5.51885
-3.1332	-5.15877	-5.12122	-5.51847
-3.133	-5.15885	-5.12124	-5.51787
-3.1328	-5.15875	-5.12104	-5.51723
-3.1326	-5.15854	-5.12084	-5.51636
-3.1324	-5.15837	-5.12107	-5.51582
-3.1322	-5.15816	-5.12099	-5.51523
-3.132	-5.15788	-5.12099	-5.51484
-3.1318	-5.15771	-5.12109	-5.51444
-3.1316	-5.15754	-5.12113	-5.514
-3.1314	-5.1571	-5.12101	-5.51353
-3.1312	-5.15678	-5.12073	-5.51311
-3.131	-5.15651	-5.12047	-5.51274
-3.1308	-5.15642	-5.12042	-5.51245
-3.1306	-5.15624	-5.12066	-5.51208
-3.1304	-5.15605	-5.12104	-5.51186
-3.1302	-5.15592	-5.12148	-5.51151
-3.13	-5.15581	-5.12185	-5.51124
-3.1298	-5.15579	-5.12231	-5.51086
-3.1296	-5.15574	-5.1228	-5.51052
-3.1294	-5.15556	-5.12329	-5.51022
-3.1292	-5.15543	-5.12377	-5.50969
-3.129	-5.1554	-5.12422	-5.50924
-3.1288	-5.15532	-5.12487	-5.50879
-3.1286	-5.1554	-5.12529	-5.50833
-3.1284	-5.15551	-5.12562	-5.5081
-3.1282	-5.15562	-5.12563	-5.50803
-3.128	-5.1557	-5.12556	-5.50855
-3.1278	-5.15594	-5.12564	-5.50939
-3.1276	-5.15596	-5.12528	-5.51013
-3.1274	-5.1561	-5.12484	-5.51086
-3.1272	-5.15609	-5.12462	-5.51152
-3.127	-5.15615	-5.12425	-5.51213
-3.1268	-5.1562	-5.12389	-5.51282
-3.1266	-5.15613	-5.12352	-5.51331
-3.1264	-5.15618	-5.12304	-5.51379
-3.1262	-5.15634	-5.12263	-5.51445
-3.126	-5.15646	-5.12225	-5.51484
-3.1258	-5.1565	-5.12164	-5.51513
-3.1256	-5.15637	-5.12126	-5.51551
-3.1254	-5.15641	-5.12108	-5.51585
-3.1252	-5.15643	-5.12107	-5.51619
-3.125	-5.15657	-5.12102	-5.51658
-3.1248	-5.15648	-5.12096	-5.51697
-3.1246	-5.15647	-5.12097	-5.51743
-3.1244	-5.15648	-5.12097	-5.51775
-3.1242	-5.15657	-5.12107	-5.51816
-3.124	-5.15652	-5.12108	-5.5185
-3.1238	-5.15654	-5.12122	-5.5189
-3.1236	-5.15662	-5.12144	-5.51879
-3.1234	-5.15666	-5.12158	-5.5185
-3.1232	-5.15664	-5.12172	-5.5185
-3.123	-5.15684	-5.1215	-5.51836
-3.1228	-5.15685	-5.12093	-5.51816
-3.1226	-5.15695	-5.12053	-5.51781
-3.1224	-5.157	-5.12032	-5.51746
-3.1222	-5.15706	-5.12019	-5.5167
-3.122	-5.15707	-5.12014	-5.51604
-3.1218	-5.15705	-5.1202	-5.51545
-3.1216	-5.15699	-5.12023	-5.51485
-3.1214	-5.15706	-5.12019	-5.51425
-3.1212	-5.15711	-5.11992	-5.51357
-3.121	-5.15704	-5.11988	-5.51294
-3.1208	-5.15711	-5.11968	-5.51243
-3.1206	-5.15709	-5.11965	-5.51194
-3.1204	-5.15718	-5.11971	-5.51154
-3.1202	-5.15729	-5.12006	-5.51101
-3.12	-5.15719	-5.12032	-5.51046
-3.1198	-5.15733	-5.12067	-5.50995
-3.1196	-5.15735	-5.12105	-5.50943
-3.1194	-5.15734	-5.12156	-5.50898
-3.1192	-5.1573	-5.12198	-5.5086
-3.119	-5.15727	-5.12247	-5.50836
-3.1188	-5.15749	-5.12338	-5.50835
-3.1186	-5.15764	-5.12394	-5.50849
-3.1184	-5.15796	-5.12442	-5.50877
-3.1182	-5.1583	-5.12505	-5.50912
-3.118	-5.1585	-5.12541	-5.50947
-3.1178	-5.15867	-5.12551	-5.50963
-3.1176	-5.15891	-5.1255	-5.50982
-3.1174	-5.15912	-5.12557	-5.50995
-3.1172	-5.1592	-5.12566	-5.50998
-3.117	-5.15932	-5.12582	-5.51018
-3.1168	-5.1595	-5.12567	-5.51039
-3.1166	-5.15958	-5.12535	-5.51076
-3.1164	-5.15977	-5.12493	-5.51133
-3.1162	-5.15997	-5.12451	-5.51204
-3.116	-5.16016	-5.12399	-5.51278
-3.1158	-5.16027	-5.12358	-5.51351
-3.1156	-5.16046	-5.12299	-5.51422
-3.1154	-5.16048	-5.12265	-5.51492
-3.1152	-5.16054	-5.12245	-5.51567
-3.115	-5.16073	-5.12253	-5.51631
-3.1148	-5.16088	-5.12265	-5.51697
-3.1146	-5.16092	-5.12246	-5.51744
-3.1144	-5.16088	-5.1224	-5.5179
-3.1142	-5.16096	-5.12239	-5.51801
-3.114	-5.16107	-5.12231	-5.51783
-3.1138	-5.16099	-5.12225	-5.51748
-3.1136	-5.16109	-5.12227	-5.51735
-3.1134	-5.16104	-5.12251	-5.51711
-3.1132	-5.16104	-5.12252	-5.51717
-3.113	-5.16102	-5.12242	-5.51692
-3.1128	-5.16115	-5.12226	-5.51692
-3.1126	-5.16107	-5.12182	-5.51684
-3.1124	-5.16112	-5.12138	-5.51676
-3.1122	-5.16112	-5.12088	-5.51661
-3.112	-5.16107	-5.12038	-5.51633
-3.1118	-5.16113	-5.12004	-5.51626
-3.1116	-5.16109	-5.11956	-5.51616
-3.1114	-5.16096	-5.11923	-5.51605
-3.1112	-5.16094	-5.11876	-5.51578
-3.111	-5.16054	-5.11833	-5.51534
-3.1108	-5.16034	-5.11812	-5.51465
-3.1106	-5.1604	-5.11798	-5.51394
-3.1104	-5.16037	-5.11797	-5.51313
-3.1102	-5.16013	-5.11798	-5.5124
-3.11	-5.15996	-5.11838	-5.51155
-3.1098	-5.15994	-5.11872	-5.51093
-3.1096	-5.15987	-5.11893	-5.51044
-3.1094	-5.15968	-5.11933	-5.51006
-3.1092	-5.15958	-5.11978	-5.50995
-3.109	-5.15951	-5.12013	-5.51007
-3.1088	-5.15958	-5.12053	-5.51029
-3.1086	-5.15958	-5.12093	-5.51033
-3.1084	-5.15954	-5.12134	-5.51059
-3.1082	-5.15955	-5.12184	-5.51074
-3.108	-5.15965	-5.12264	-5.51122
-3.1078	-5.15974	-5.12335	-5.51143
-3.1076	-5.15985	-5.12348	-5.51154
-3.1074	-5.15992	-5.1235	-5.51167
-3.1072	-5.1597	-5.12343	-5.51199
-3.107	-5.15967	-5.12359	-5.51225
-3.1068	-5.15958	-5.12369	-5.51246
-3.1066	-5.15959	-5.12401	-5.51272
-3.1064	-5.15958	-5.12401	-5.51283
-3.1062	-5.15959	-5.12397	-5.51299
-3.106	-5.15965	-5.12401	-5.51327
-3.1058	-5.15969	-5.12385	-5.51336
-3.1056	-5.1596	-5.12367	-5.51368
-3.1054	-5.15965	-5.12337	-5.51383
-3.1052	-5.15965	-5.12292	-5.51413
-3.105	-5.15952	-5.12258	-5.51423
-3.1048	-5.15936	-5.1225	-5.51449
-3.1046	-5.15935	-5.12247	-5.51463
-3.1044	-5.15922	-5.12234	-5.51482
-3.1042	-5.15918	-5.12224	-5.51495
-3.104	-5.15906	-5.12226	-5.51509
-3.1038	-5.1591	-5.12227	-5.51534
-3.1036	-5.15898	-5.12221	-5.51546
-3.1034	-5.15886	-5.12226	-5.51568
-3.1032	-5.15876	-5.12239	-5.51585
-3.103	-5.15878	-5.12257	-5.51597
-3.1028	-5.15875	-5.1228	-5.51603
-3.1026	-5.15856	-5.12269	-5.51603
-3.1024	-5.15862	-5.12261	-5.51609
-3.1022	-5.15867	-5.12231	-5.51599
-3.102	-5.15873	-5.12187	-5.51585
-3.1018	-5.15871	-5.12158	-5.51586
-3.1016	-5.15856	-5.12119	-5.51561
-3.1014	-5.15843	-5.12088	-5.51541
-3.1012	-5.15834	-5.1204	-5.51509
-3.101	-5.15829	-5.12003	-5.51485
-3.1008	-5.15838	-5.11959	-5.51453
-3.1006	-5.15832	-5.11908	-5.5144
-3.1004	-5.15842	-5.11841	-5.51421
-3.1002	-5.15837	-5.11774	-5.51421
-3.1	-5.15828	-5.11726	-5.5142
-3.0998	-5.15822	-5.11703	-5.51417
-3.0996	-5.1582	-5.11716	-5.5143
-3.0994	-5.15815	-5.11726	-5.51418
-3.0992	-5.15805	-5.11753	-5.51406
-3.099	-5.15795	-5.11794	-5.51378
-3.0988	-5.15803	-5.11852	-5.51352
-3.0986	-5.15811	-5.11903	-5.51332
-3.0984	-5.15812	-5.11975	-5.51335
-3.0982	-5.1581	-5.12031	-5.51337
-3.098	-5.15812	-5.12101	-5.51337
-3.0978	-5.15816	-5.12149	-5.51343
-3.0976	-5.15812	-5.12196	-5.51347
-3.0974	-5.15816	-5.12209	-5.51347
-3.0972	-5.15798	-5.12203	-5.51357
-3.097	-5.15809	-5.12203	-5.51378
-3.0968	-5.15798	-5.12199	-5.514
-3.0966	-5.15805	-5.12211	-5.51438
-3.0964	-5.15792	-5.12212	-5.51466
-3.0962	-5.158	-5.12232	-5.51484
-3.096	-5.15795	-5.1224	-5.51515
-3.0958	-5.15804	-5.12253	-5.51536
-3.0956	-5.15811	-5.12266	-5.51518
-3.0954	-5.15796	-5.1228	-5.51495
-3.0952	-5.1579	-5.12298	-5.51455
-3.095	-5.15798	-5.123	-5.51424
-3.0948	-5.15794	-5.12317	-5.51381
-3.0946	-5.15796	-5.12353	-5.5136
-3.0944	-5.15805	-5.12391	-5.51329
-3.0942	-5.158	-5.12417	-5.5129
-3.094	-5.15794	-5.1243	-5.51251
-3.0938	-5.15766	-5.12414	-5.51247
-3.0936	-5.15745	-5.12419	-5.51258
-3.0934	-5.15702	-5.12407	-5.51277
-3.0932	-5.15685	-5.12417	-5.51309
-3.093	-5.15662	-5.12427	-5.5133
-3.0928	-5.15628	-5.12432	-5.51358
-3.0926	-5.15621	-5.1244	-5.51372
-3.0924	-5.156	-5.12436	-5.51378
-3.0922	-5.15584	-5.12412	-5.51374
-3.092	-5.15581	-5.12373	-5.5137
-3.0918	-5.15568	-5.1234	-5.5136
-3.0916	-5.15545	-5.1231	-5.51333
-3.0914	-5.15521	-5.1226	-5.51331
-3.0912	-5.15511	-5.12229	-5.51307
-3.091	-5.15506	-5.12187	-5.51287
-3.0908	-5.15493	-5.12147	-5.51287
-3.0906	-5.15481	-5.12104	-5.51311
-3.0904	-5.1547	-5.1206	-5.51339
-3.0902	-5.15469	-5.12019	-5.5137
-3.09	-5.15467	-5.11974	-5.51402
-3.0898	-5.1546	-5.11923	-5.51429
-3.0896	-5.15455	-5.11895	-5.51453
-3.0894	-5.15463	-5.11891	-5.51476
-3.0892	-5.15466	-5.11875	-5.51511
-3.089	-5.1547	-5.11855	-5.51541
-3.0888	-5.15478	-5.11849	-5.51584
-3.0886	-5.15482	-5.11837	-5.51601
-3.0884	-5.15495	-5.11843	-5.51621
-3.0882	-5.15497	-5.11867	-5.51622
-3.088	-5.15527	-5.11918	-5.51638
-3.0878	-5.15534	-5.11977	-5.51645
-3.0876	-5.15528	-5.12032	-5.5162
-3.0874	-5.15535	-5.12084	-5.51615
-3.0872	-5.15536	-5.12128	-5.51602
-3.087	-5.15526	-5.12142	-5.51606
-3.0868	-5.15533	-5.1215	-5.51602
-3.0866	-5.1555	-5.12153	-5.51617
-3.0864	-5.15562	-5.12156	-5.51597
-3.0862	-5.15566	-5.12163	-5.51561
-3.086	-5.15573	-5.12168	-5.51515
-3.0858	-5.15583	-5.12187	-5.51479
-3.0856	-5.15593	-5.12187	-5.51431
-3.0854	-5.15595	-5.12185	-5.51389
-3.0852	-5.15612	-5.12172	-5.51347
-3.085	-5.15607	-5.12157	-5.51304
-3.0848	-5.15606	-5.12151	-5.51279
-3.0846	-5.15607	-5.12163	-5.51241
-3.0844	-5.15619	-5.12194	-5.51205
-3.0842	-5.1561	-5.12237	-5.51181
-3.084	-5.15625	-5.12292	-5.51164
-3.0838	-5.15617	-5.12346	-5.51147
-3.0836	-5.1563	-5.12392	-5.51129
-3.0834	-5.15633	-5.12445	-5.51117
-3.0832	-5.15637	-5.12495	-5.51064
-3.083	-5.15634	-5.12551	-5.51031
-3.0828	-5.15641	-5.12602	-5.50996
